date,negeri,code,daerah,kawasan_banjir,latitude,longitude,kedalaman_banjir_max,day,month,year
21/11/2020,Melaka,MEL,MELAKA TENGAH,4. Kg Busut Licin,2.2156,102.3162,0.45,21,11,2020
21/11/2020,Melaka,MEL,MELAKA TENGAH,5. Kg Ayer Molek,2.2156,102.3162,0.45,21,11,2020
21/11/2020,Melaka,MEL,MELAKA TENGAH,Kg Sungai Putat,2.2564,102.2717,0.25,21,11,2020
22/11/2020,Melaka,MEL,JASIN,1. Kg Seri Mendapat,2.2187,102.4538,0.3,22,11,2020
22/11/2020,Melaka,MEL,JASIN,2. Kg Tasek,2.1357,102.5363,1.0,22,11,2020
22/11/2020,Melaka,MEL,JASIN,3. Kg Janda Berhias,2.1709,102.4898,1.0,22,11,2020
22/11/2020,Melaka,MEL,JASIN,4. Kg Parit Gantong,2.1467,102.5152,1.0,22,11,2020
22/11/2020,Melaka,MEL,JASIN,5. Kg Parit Penghulu,2.1675,102.5048,1.0,22,11,2020
22/11/2020,Melaka,MEL,JASIN,6. Kg Parit Perawas,2.1657,102.5244,1.0,22,11,2020
24/11/2020,Melaka,MEL,ALOR GAJAH,Kg Jeram,2.3672,102.0764,1.0,24,11,2020
24/11/2020,Melaka,MEL,MELAKA TENGAH,Kg Pengkalan Lanjut Lereh,2.225,102.1717,0.3,24,11,2020
24/11/2020,Melaka,MEL,MELAKA TENGAH,"Jalan Kejora,Sungai Rambai",2.2611,102.1847,0.3,24,11,2020
24/11/2020,Melaka,MEL,MELAKA TENGAH,Taman Tanjung Minyak,2.2683,102.2008,0.2,24,11,2020
24/11/2020,Melaka,MEL,MELAKA TENGAH,Kg Seberang Gajah,2.2627,102.1634,0.45,24,11,2020
24/11/2020,Melaka,MEL,MELAKA TENGAH,Kg Bukit Larang,2.1734,102.3277,0.3,24,11,2020
28/11/2020,Melaka,MEL,JASIN,"Kg Sungai Dua, Asahan",2.367034,102.5236,0.3,28,11,2020
3/12/2020,Melaka,MEL,JASIN,Kg Selandar,2.3892,102.3813,0.3,3,12,2020
3/12/2020,Melaka,MEL,JASIN,Pekan Selandar,2.3927,102.3836,0.25,3,12,2020
14/12/2020,Melaka,MEL,MELAKA TENGAH,Taman Alai Perdana,2.1687,102.3061,0.25,14,12,2020
26/12/2020,Melaka,MEL,JASIN,"Kg Lubok Kasau,Bemban.",2.2619,102.3615,0.25,26,12,2020
26/12/2020,Melaka,MEL,JASIN,Kg Tehel,2.2442,102.3418,0.3,26,12,2020
18/2/2020,Pulau Pinang,PEN,TIMUR LAUT,"Jalan Van Praagh, Jelutong",5.3975,100.3117,0.3,18,2,2020
18/2/2020,Pulau Pinang,PEN,TIMUR LAUT,Lorong Hijau,5.3975,100.3117,0.3,18,2,2020
26/4/2020,Pulau Pinang,PEN,SEBERANG PERAI TENGAH,Kg. Dock,5.347,100.4232,0.3,26,4,2020
26/4/2020,Pulau Pinang,PEN,SEBERANG PERAI TENGAH,Tok Kangar,5.3246,100.4318,0.6,26,4,2020
26/4/2020,Pulau Pinang,PEN,SEBERANG PERAI TENGAH,Taman Sukun,5.3163,100.469,0.6,26,4,2020
26/4/2020,Pulau Pinang,PEN,SEBERANG PERAI TENGAH,Tok Panjang,5.3564,100.4262,0.6,26,4,2020
26/4/2020,Pulau Pinang,PEN,SEBERANG PERAI TENGAH,Taman Impian Jaya,5.3139,100.485,0.6,26,4,2020
26/4/2020,Pulau Pinang,PEN,SEBERANG PERAI TENGAH,Taman Mangga,5.3145,100.4396,0.6,26,4,2020
26/4/2020,Pulau Pinang,PEN,SEBERANG PERAI TENGAH,Kg Manggis,5.2924,100.4846,0.6,26,4,2020
26/4/2020,Pulau Pinang,PEN,SEBERANG PERAI TENGAH,Tasek Junjong,5.2914,100.5284,0.6,26,4,2020
26/4/2020,Pulau Pinang,PEN,SEBERANG PERAI TENGAH,Taman Markisah,5.3178,100.4645,0.6,26,4,2020
26/4/2020,Pulau Pinang,PEN,SEBERANG PERAI UTARA,"1. Taman Cantek Bagan (37 Unit)
2. Kampung Malaysia (40 Unit)
3. Mak Mandin",5.4167,100.383,0.6,26,4,2020
26/4/2020,Pulau Pinang,PEN,SEBERANG PERAI UTARA,"4. Kampung Pokok Tampang (lrg 3,4 & 6) (26
Unit)",5.4673,100.486551,0.3,26,4,2020
26/4/2020,Pulau Pinang,PEN,SEBERANG PERAI UTARA,"5. Kampung Setol
6. Permatang Tok Jaya
7. Taman Desa Murni",5.4575,100.4041,0.3,26,4,2020
26/4/2020,Pulau Pinang,PEN,SEBERANG PERAI UTARA,"8. Kg Datuk
9. Kg Kovil",5.5238,100.434,0.3,26,4,2020
26/4/2020,Pulau Pinang,PEN,SEBERANG PERAI SELATAN,1. Kampung Baru Simpang Ampat (10 Unit),5.2889,100.4743,0.3,26,4,2020
26/4/2020,Pulau Pinang,PEN,SEBERANG PERAI SELATAN,2. Kampung Rambutan (3 Unit),5.2741,100.4509,0.3,26,4,2020
12/5/2020,Pulau Pinang,PEN,TIMUR LAUT,Jalan Van Praagh,5.3975,100.3117,0.3,12,5,2020
12/5/2020,Pulau Pinang,PEN,TIMUR LAUT,Lintang P. Ramlee,5.4099,100.3132,0.3,12,5,2020
12/5/2020,Pulau Pinang,PEN,TIMUR LAUT,Jalan P.Ramlee,5.4097,100.3148,0.3,12,5,2020
12/5/2020,Pulau Pinang,PEN,TIMUR LAUT,Kg Masjid,5.4112,100.3104,0.3,12,5,2020
12/5/2020,Pulau Pinang,PEN,TIMUR LAUT,Jalan Kebun Lama,5.4111,100.3096,0.3,12,5,2020
12/5/2020,Pulau Pinang,PEN,TIMUR LAUT,Kg Makam,5.4098,100.321,0.3,12,5,2020
12/5/2020,Pulau Pinang,PEN,TIMUR LAUT,Astaka Stadium,5.4109,100.3154,0.3,12,5,2020
12/5/2020,Pulau Pinang,PEN,TIMUR LAUT,Jalan Makloom,5.4059,100.3181,0.3,12,5,2020
17/5/2020,Pulau Pinang,PEN,SEBERANG PERAI SELATAN,Taman Lima Kongsi,5.2415,100.5068,0.3,17,5,2020
17/5/2020,Pulau Pinang,PEN,SEBERANG PERAI SELATAN,Kampung Sungai Baong,5.2137,100.5232,0.6,17,5,2020
17/5/2020,Pulau Pinang,PEN,SEBERANG PERAI SELATAN,Jalan Persekutuan Valdor,5.2363,100.4897,0.6,17,5,2020
17/5/2020,Pulau Pinang,PEN,SEBERANG PERAI SELATAN,Jalan Persekutuan Changkat,5.206,100.4975,0.6,17,5,2020
17/5/2020,Pulau Pinang,PEN,SEBERANG PERAI SELATAN,Taman Jawi Jaya,5.1991,100.4964,0.6,17,5,2020
17/5/2020,Pulau Pinang,PEN,SEBERANG PERAI SELATAN,Kampung Sethu,5.2068,100.5,0.6,17,5,2020
17/5/2020,Pulau Pinang,PEN,BARAT DAYA,1.Taman Nelayan Kuala Sungai Pinang,5.3885,100.1948,0.6,17,5,2020
17/5/2020,Pulau Pinang,PEN,BARAT DAYA,2.Kampung Sungai Rusa,5.387,100.2126,0.3,17,5,2020
17/5/2020,Pulau Pinang,PEN,BARAT DAYA,3.Taman Manggis,5.3642,100.2168,0.3,17,5,2020
17/5/2020,Pulau Pinang,PEN,BARAT DAYA,4.Bukit Kechil,5.4015,100.2047,0.3,17,5,2020
17/5/2020,Pulau Pinang,PEN,BARAT DAYA,5.Kampung Air Putih,5.3615,100.2207,0.3,17,5,2020
17/5/2020,Pulau Pinang,PEN,BARAT DAYA,6.Sungai Pinang MK3,5.3934,100.2116,0.3,17,5,2020
7/7/2020,Pulau Pinang,PEN,SEBERANG PERAI UTARA,1. Kg.Tok Konan,5.3359,100.5156,0.3,7,7,2020
7/7/2020,Pulau Pinang,PEN,SEBERANG PERAI UTARA,2. Kg. Bukit Teh,5.3152,100.5075,0.9,7,7,2020
7/7/2020,Pulau Pinang,PEN,SEBERANG PERAI UTARA,3. Kg Machang Bubuk,5.3376,100.5139,0.9,7,7,2020
7/7/2020,Pulau Pinang,PEN,SEBERANG PERAI UTARA,4. Kg Tasek Junjung,5.2917,100.5277,0.9,7,7,2020
7/7/2020,Pulau Pinang,PEN,SEBERANG PERAI UTARA,5. Taman Impian Lrg 10,5.3157,100.4827,0.9,7,7,2020
7/7/2020,Pulau Pinang,PEN,SEBERANG PERAI UTARA,6. Taman Impian Lrg 23,5.3133,100.4792,0.9,7,7,2020
7/7/2020,Pulau Pinang,PEN,SEBERANG PERAI UTARA,7. Taman Sukun,5.3194,100.4706,0.9,7,7,2020
21/7/2020,Pulau Pinang,PEN,SEBERANG PERAI TENGAH,1. Taman Sejahtera,5.3153,100.4821,0.9,21,7,2020
21/7/2020,Pulau Pinang,PEN,SEBERANG PERAI TENGAH,2. Taman Impian Lrg 11,5.3323,100.4654,0.3,21,7,2020
21/7/2020,Pulau Pinang,PEN,SEBERANG PERAI TENGAH,3. Taman Impian Lrg 6,5.3323,100.4654,0.3,21,7,2020
21/7/2020,Pulau Pinang,PEN,SEBERANG PERAI TENGAH,4. Taman Selamat,5.3393,100.4879,0.3,21,7,2020
21/7/2020,Pulau Pinang,PEN,SEBERANG PERAI TENGAH,5. Taman Sukun,5.3355,100.4662,0.3,21,7,2020
21/7/2020,Pulau Pinang,PEN,SEBERANG PERAI TENGAH,7. Jalan Jaya Taman Impian,5.3158,100.4676,0.3,21,7,2020
21/7/2020,Pulau Pinang,PEN,SEBERANG PERAI TENGAH,"8. Taman Impian Lorong 4,5,6",5.3323,100.4654,0.3,21,7,2020
21/7/2020,Pulau Pinang,PEN,SEBERANG PERAI TENGAH,9. Taman Remia,5.3398,100.4974,0.3,21,7,2020
21/7/2020,Pulau Pinang,PEN,SEBERANG PERAI TENGAH,10. Cheruk Tokun,5.3032,100.4732,0.3,21,7,2020
21/7/2020,Pulau Pinang,PEN,SEBERANG PERAI TENGAH,13. Taman Guru Tanah Liat,5.3576,100.4446,0.3,21,7,2020
21/7/2020,Pulau Pinang,PEN,SEBERANG PERAI TENGAH,14. Tanah Liat,5.383,100.4634,0.3,21,7,2020
21/7/2020,Pulau Pinang,PEN,SEBERANG PERAI TENGAH,15. Taman Binjai,5.3493,100.4404,0.3,21,7,2020
21/7/2020,Pulau Pinang,PEN,SEBERANG PERAI SELATAN,1)Kampung Sungai Chenaam,5.1469,100.4086,0.3,21,7,2020
24/7/2020,Pulau Pinang,PEN,SEBERANG PERAI UTARA,"1. Kampung Malaysia, Mak Mandin",5.4194,100.3925,0.3,24,7,2020
24/7/2020,Pulau Pinang,PEN,SEBERANG PERAI UTARA,2. Sekitar Kawasan Perusahaan Mak Mandin,5.4194,100.3925,0.6,24,7,2020
24/7/2020,Pulau Pinang,PEN,SEBERANG PERAI UTARA,3. Klinik Kesihatan Mak Mandin,5.4211,100.3897,0.6,24,7,2020
24/7/2020,Pulau Pinang,PEN,SEBERANG PERAI UTARA,"Taman Cantek, Bagan",5.4164,100.3822,0.6,24,7,2020
6/9/2020,Pulau Pinang,PEN,BARAT DAYA,1.Kampung Paya,5.2887,100.2305,0.6,6,9,2020
6/9/2020,Pulau Pinang,PEN,BARAT DAYA,2.Kampung Suluk,5.2849,100.2195,0.6,6,9,2020
6/9/2020,Pulau Pinang,PEN,BARAT DAYA,3.Kampung Nelayan,5.289,100.2269,0.6,6,9,2020
6/9/2020,Pulau Pinang,PEN,BARAT DAYA,"1. Rumah Murah Kampung Nelayan Sg.
Pinang, Balik Pulau",5.3905,100.1956,0.6,6,9,2020
6/9/2020,Pulau Pinang,PEN,BARAT DAYA,2. Kg. Sungai Rusa,5.386,100.2142,0.6,6,9,2020
6/9/2020,Pulau Pinang,PEN,BARAT DAYA,3. Taman Manggis,5.3659,100.2168,0.6,6,9,2020
10/9/2020,Pulau Pinang,PEN,SEBERANG PERAI SELATAN,1) Taman Widuri,5.2016,100.5296,0.6,10,9,2020
10/9/2020,Pulau Pinang,PEN,SEBERANG PERAI SELATAN,2) Kampung Sungai Buaya,5.164,100.5437,0.6,10,9,2020
10/9/2020,Pulau Pinang,PEN,SEBERANG PERAI SELATAN,3) Kampung Besar,5.1706,100.5392,0.6,10,9,2020
10/9/2020,Pulau Pinang,PEN,SEBERANG PERAI SELATAN,4) Halaman Indah,5.1127,100.3031,0.6,10,9,2020
10/9/2020,Pulau Pinang,PEN,SEBERANG PERAI SELATAN,5) Taman Duri,5.2102,100.5299,0.6,10,9,2020
10/9/2020,Pulau Pinang,PEN,SEBERANG PERAI SELATAN,6) Taman Sg. Duri Permai,5.2061,100.5389,0.6,10,9,2020
10/9/2020,Pulau Pinang,PEN,SEBERANG PERAI SELATAN,7) Kampung Sg Kechil,5.1636,100.5128,0.6,10,9,2020
10/9/2020,Pulau Pinang,PEN,SEBERANG PERAI SELATAN,Taman Jawi Jaya,5.2017,100.4958,0.6,10,9,2020
10/9/2020,Pulau Pinang,PEN,TIMUR LAUT,"Kampung Kubur, Batu Feringghi",5.4637,100.2348,0.6,10,9,2020
12/9/2020,Pulau Pinang,PEN,SEBERANG PERAI SELATAN,Kampung Sg Buaya,5.1656,100.5442,0.3,12,9,2020
1/11/2020,Pulau Pinang,PEN,TIMUR LAUT,"Kampung Mutiara, Batu Feringghi",5.4682,100.2452,0.6,1,11,2020
1/11/2020,Pulau Pinang,PEN,SEBERANG PERAI UTARA,1. Kampung Malaysia,5.4194,100.3925,0.3,1,11,2020
1/11/2020,Pulau Pinang,PEN,SEBERANG PERAI UTARA,2. Taman Cantek,5.4164,100.3822,0.6,1,11,2020
1/11/2020,Pulau Pinang,PEN,SEBERANG PERAI UTARA,3. Sekolah Tamil,5.4199,100.3922,0.6,1,11,2020
1/11/2020,Pulau Pinang,PEN,SEBERANG PERAI UTARA,4.Sekitar kawasan perindustrian Mak Mandin,5.4194,100.3925,0.6,1,11,2020
19/11/2020,Pulau Pinang,PEN,SEBERANG PERAI SELATAN,1. Taman Jawi Jaya,5.1995,100.4971,0.6,19,11,2020
21/11/2020,Pulau Pinang,PEN,SEBERANG PERAI SELATAN,1. Kampung Sethu,5.2055,100.4996,0.6,21,11,2020
21/11/2020,Pulau Pinang,PEN,SEBERANG PERAI SELATAN,2. Taman Jawi Jaya,5.2021,100.4961,0.9,21,11,2020
21/11/2020,Pulau Pinang,PEN,SEBERANG PERAI SELATAN,3. Taman Desa Jawi,5.198,100.4895,0.9,21,11,2020
21/11/2020,Pulau Pinang,PEN,SEBERANG PERAI SELATAN,4. Taman Penting,5.17,100.4828,0.9,21,11,2020
21/11/2020,Pulau Pinang,PEN,SEBERANG PERAI SELATAN,5. Taman Duri Permai,5.2065,100.5409,0.9,21,11,2020
21/11/2020,Pulau Pinang,PEN,SEBERANG PERAI SELATAN,6. Taman Veerapen,5.1688,100.4821,0.9,21,11,2020
21/11/2020,Pulau Pinang,PEN,SEBERANG PERAI SELATAN,7. Econsave Jawi,5.2019,100.4976,0.9,21,11,2020
21/11/2020,Pulau Pinang,PEN,SEBERANG PERAI SELATAN,8. Kampung Sepulau,5.2942,100.5254,0.9,21,11,2020
21/11/2020,Pulau Pinang,PEN,SEBERANG PERAI SELATAN,9. Kampung Tasek Junjung,5.2909,100.5295,0.9,21,11,2020
28/11/2020,Pulau Pinang,PEN,SEBERANG PERAI TENGAH,Kg Tanah Liat,5.383,100.4634,0.9,28,11,2020
28/11/2020,Pulau Pinang,PEN,SEBERANG PERAI TENGAH,Taman Guru,5.3576,100.4446,1.0,28,11,2020
28/11/2020,Pulau Pinang,PEN,SEBERANG PERAI TENGAH,Taman Machang Manis,5.3462,100.5245,0.3,28,11,2020
28/11/2020,Pulau Pinang,PEN,SEBERANG PERAI UTARA,Kampung Malaysia,5.4194,100.3925,0.3,28,11,2020
28/11/2020,Pulau Pinang,PEN,SEBERANG PERAI UTARA,Taman Cantek,5.4164,100.3822,1.0,28,11,2020
28/11/2020,Pulau Pinang,PEN,SEBERANG PERAI UTARA,Sekolah Tamil,5.4199,100.3922,0.5,28,11,2020
28/11/2020,Pulau Pinang,PEN,SEBERANG PERAI UTARA,Sekitar kawasan perindustrian Mak Mandin,5.4194,100.3925,0.5,28,11,2020
5/3/2020,Perak,PRK,HULU PERAK,Klinik Kesihatan Lawin,5.2935,101.0587,0.5,5,3,2020
11/3/2020,Perak,PRK,KINTA,Kg Sg Bokam,4.5763,101.1104,0.2,11,3,2020
3/4/2020,Perak,PRK,KINTA,Kem Markas FRU Sg. Senam,4.6051,101.1025,0.3,3,4,2020
3/4/2020,Perak,PRK,KINTA,Balai Polis Sg. Senam,4.6055,101.1014,1.0,3,4,2020
5/4/2020,Perak,PRK,KINTA,Desa Seri Murni,4.4841,101.0701,0.3,5,4,2020
5/4/2020,Perak,PRK,KUALA KANGSAR,Kg Sg Siput Chandan,4.7559,100.9416,0.3,5,4,2020
5/4/2020,Perak,PRK,KUALA KANGSAR,Kg Suak Dungun,4.7522,100.9215,0.3,5,4,2020
5/4/2020,Perak,PRK,KUALA KANGSAR,Taman Maju Kuala Kangsar,4.7619,100.9248,0.6,5,4,2020
5/4/2020,Perak,PRK,"LARUT, MATANG DAN
SELAMA",Kg Ulu Mengkuang,5.217,100.7483,0.1,5,4,2020
23/4/2020,Perak,PRK,KERIAN,"Pekan Parit Buntar
*Tmn Seri Wangsa
*Tmn Damai
*Tmn Kerian/kerian tambahan
*Pusat Bandar Parit Buntar
*Simpang 3
*jalan sekolah, parit buntar",5.0068,100.5474,0.6,23,4,2020
23/4/2020,Perak,PRK,KERIAN,Taman Seri Pertama,5.0068,100.5474,0.2,23,4,2020
9/5/2020,Perak,PRK,MANJUNG,Kg Tersusun Beruas,4.5023,100.7844,1.0,9,5,2020
9/5/2020,Perak,PRK,MANJUNG,Taman Anggerik,4.5023,100.7844,0.2,9,5,2020
10/5/2020,Perak,PRK,KAMPAR,Kg Sahom,4.3678,101.2267,0.2,10,5,2020
10/5/2020,Perak,PRK,BATANG PADANG,Kg Poh Bidor,4.0829,101.3377,0.4,10,5,2020
10/5/2020,Perak,PRK,BATANG PADANG,Kg Guntong Sungkai,4.0016,101.3281,0.5,10,5,2020
16/5/2020,Perak,PRK,KINTA,"Taman Putra Indah, Bercham",4.6578,101.1383,0.3,16,5,2020
17/5/2020,Perak,PRK,HULU PERAK,Kg Tanjung Rambai,5.394,101.0924,1.0,17,5,2020
17/5/2020,Perak,PRK,KERIAN,Kg Selekoh Beriah,5.0921,100.5942,0.3,17,5,2020
21/5/2020,Perak,PRK,BATANG PADANG,Kg. Lubuk Mas,4.2586,101.2425,0.5,21,5,2020
29/4/2020,Perak,PRK,HULU PERAK,Klinik Kesihatan Lawin,5.2935,101.0587,0.6,29,4,2020
30/4/2020,Perak,PRK,KERIAN,"Pekan Bagan Serai
i) Taman Serai Perdana
ii) Taman Bagan Serai
iii) Taman Seri Kerian",5.0026,100.5224,0.2,30,4,2020
30/4/2020,Perak,PRK,KERIAN,"iv) Taman Mewah
v) Taman Sinar
vi) Sekolah Menengah Alang Iskandar
vii) Kg. Padri, Batu
viii) Jalan Taiping",5.0124,100.5295,0.3,30,4,2020
26/5/2020,Perak,PRK,BATANG PADANG,"Kg Poh, Bidor",4.0786,101.3449,0.3,26,5,2020
27/5/2020,Perak,PRK,KERIAN,Kg. Ban Seng Heng,5.1279,100.4944,0.1,27,5,2020
28/5/2020,Perak,PRK,KUALA KANGSAR,Tmn Muhibah Jaya,4.8128,101.0985,0.4,28,5,2020
29/5/2020,Perak,PRK,MANJUNG,Kg. Tersusun Beruas,4.5023,100.7844,1.0,29,5,2020
29/5/2020,Perak,PRK,MANJUNG,Taman Anggerik,4.5033,100.7809,0.3,29,5,2020
29/5/2020,Perak,PRK,MANJUNG,Kg. Changkat,4.507,100.7716,0.3,29,5,2020
29/5/2020,Perak,PRK,MANJUNG,Kg. Kilang,4.5053,100.7789,0.3,29,5,2020
29/5/2020,Perak,PRK,MANJUNG,Kg. Ulu Lichin,4.5219,100.7678,0.3,29,5,2020
29/5/2020,Perak,PRK,MANJUNG,Kg. Gaduh,4.5052,100.7774,0.3,29,5,2020
29/5/2020,Perak,PRK,MANJUNG,Jalan Pertanian,4.4853,100.7757,0.3,29,5,2020
29/5/2020,Perak,PRK,MANJUNG,Jalan Besar Sitiawan,4.4862,100.7836,0.3,29,5,2020
31/5/2020,Perak,PRK,BATANG PADANG,Taman Bukit Indah,4.2078,101.258,0.3,31,5,2020
1/7/2020,Perak,PRK,HULU PERAK,Kg Kuak Luar Pengkalan Hulu,5.7284,100.9994,1.0,1,7,2020
7/7/2020,Perak,PRK,KERIAN,Pekan Parit Buntar,5.1299,100.4908,0.5,7,7,2020
21/8/2020,Perak,PRK,KINTA,PGA Ulu Kinta,4.6603,101.1175,0.9,21,8,2020
21/8/2020,Perak,PRK,KINTA,Taman Tanjung Mas,4.6558,101.1603,0.3,21,8,2020
21/8/2020,Perak,PRK,KINTA,Sg Rokam,4.577,101.1103,0.3,21,8,2020
21/8/2020,Perak,PRK,KUALA KANGSAR,Kg Makmor,4.9161,101.0506,0.3,21,8,2020
21/8/2020,Perak,PRK,KINTA,"Desa Putra Indah, MDP VILLA",4.6541,101.1458,0.9,21,8,2020
3/9/2020,Perak,PRK,HULU PERAK,Felda bersia,5.4844,101.1941,0.5,3,9,2020
3/9/2020,Perak,PRK,HULU PERAK,Pekan Gerik,5.4268,101.1284,0.6,3,9,2020
8/9/2020,Perak,PRK,KUALA KANGSAR,Kg. Sg. Sejuk,4.8516,101.0545,0.6,8,9,2020
8/9/2020,Perak,PRK,KUALA KANGSAR,Kg Jerlun Tambahan,4.749,100.9213,0.3,8,9,2020
8/9/2020,Perak,PRK,KUALA KANGSAR,"Kg Sg Siput, Chandan",4.7566,100.9426,0.6,8,9,2020
10/9/2020,Perak,PRK,PERAK TENGAH,Kg Sungai Perah,4.5453,100.9503,0.6,10,9,2020
10/9/2020,Perak,PRK,KINTA,Kg piandang siputeh,4.4594,100.9794,0.6,10,9,2020
11/9/2020,Perak,PRK,HULU PERAK,Kg Pasir Buaya,5.4486,101.1726,0.5,11,9,2020
10/9/2020,Perak,PRK,KERIAN,Tebuk panchor kiri,5.0161,100.6486,0.3,10,9,2020
11/9/2020,Perak,PRK,BATANG PADANG,"Kg masjid,slim village",3.8487,101.4816,0.2,11,9,2020
11/9/2020,Perak,PRK,HULU PERAK,Kg Kota Tampan Air,5.0465,100.9539,0.6,11,9,2020
15/9/2020,Perak,PRK,KAMPAR,KG MESAH HILIR,4.4406,101.1668,0.3,15,9,2020
15/9/2020,Perak,PRK,KAMPAR,KG MESAH HULU,4.4477,101.1682,0.5,15,9,2020
12/9/2020,Perak,PRK,KERIAN,1) Taman Kerian,5.0068,100.5474,0.5,12,9,2020
12/9/2020,Perak,PRK,KUALA KANGSAR,Kg Paya Ranggam,4.7959,100.8417,0.6,12,9,2020
12/9/2020,Perak,PRK,KUALA KANGSAR,Kg Lubuk Batu,4.7757,100.8688,0.6,12,9,2020
13/9/2020,Perak,PRK,PERAK TENGAH,Kg Air Mati,4.115,100.9889,0.9,13,9,2020
13/9/2020,Perak,PRK,PERAK TENGAH,Kg Bandar Tua,4.0938,101.0062,0.3,13,9,2020
13/9/2020,Perak,PRK,KERIAN,Kg Ban Pisang,5.028,100.629,0.3,13,9,2020
13/9/2020,Perak,PRK,KERIAN,Kg Parit Air Hitam 2,5.0294,100.608,0.5,13,9,2020
13/9/2020,Perak,PRK,KERIAN,Kg Tanjung Bugis,5.0204,100.6167,0.5,13,9,2020
15/9/2020,Perak,PRK,KINTA,KG CHEH,4.6679,101.1602,0.9,15,9,2020
15/9/2020,Perak,PRK,KINTA,KG MASJID,4.6685,101.1583,0.9,15,9,2020
15/9/2020,Perak,PRK,KINTA,KILANG BATIK FAUZI,4.7573,101.1549,0.9,15,9,2020
22/9/2020,Perak,PRK,KINTA,Kilang Batik Fauzi,4.7573,101.1549,0.9,22,9,2020
22/9/2020,Perak,PRK,HULU PERAK,Kg Grik,5.4307,101.1166,0.3,22,9,2020
20/9/2020,Perak,PRK,HILIR PERAK,Taman muhibbah,3.9597,100.9703,0.3,20,9,2020
20/9/2020,Perak,PRK,HILIR PERAK,Kg Batu 6 Jln Maharaja Lela,3.9597,100.9703,0.3,20,9,2020
19/9/2020,Perak,PRK,BAGAN DATOK,Kg Sg Manila 3,3.7636,101.1339,0.3,19,9,2020
1/10/2020,Perak,PRK,KAMPAR,Kg Batu Berangkai,4.3046,101.1579,0.6,1,10,2020
1/10/2020,Perak,PRK,KAMPAR,Taman Wah Long,4.3097,101.1514,0.6,1,10,2020
1/10/2020,Perak,PRK,KAMPAR,Taman Sri Kampar,4.2675,101.1681,0.6,1,10,2020
1/10/2020,Perak,PRK,BATANG PADANG,"Kampung Raya, Tapah",4.197145,101.2492,0.3,1,10,2020
17/10/2020,Perak,PRK,HILIR PERAK,Taman Muhibbah,3.9623,100.9711,0.3,17,10,2020
17/10/2020,Perak,PRK,HILIR PERAK,Kg Batu 6 Jln Maharajalela,3.9623,100.9711,0.3,17,10,2020
18/10/2020,Perak,PRK,BAGAN DATOK,Kg Kota,3.7714,100.9811,0.3,18,10,2020
20/10/2020,Perak,PRK,MANJUNG,Kg Masjid Pangkor,4.2104,100.5737,0.2,20,10,2020
2/11/2020,Perak,PRK,HULU PERAK,Felda bersia,5.4844,101.1941,1.0,2,11,2020
2/11/2020,Perak,PRK,"LARUT, MATANG DAN SELAMA",Kg Changkat Baru,4.8214,100.6725,0.3,2,11,2020
8/11/2020,Perak,PRK,KINTA,PGA Ulu Kinta,4.6603,101.1175,0.9,8,11,2020
8/11/2020,Perak,PRK,KINTA,"Desa Putra indah, MDP VILLA",4.6541,101.1458,0.9,8,11,2020
9/11/2020,Perak,PRK,MANJUNG,Kg pintu gerbang,4.4876,100.8291,0.6,9,11,2020
9/11/2020,Perak,PRK,KINTA,Kg Tengku Hussin,4.6134,101.0684,0.3,9,11,2020
9/11/2020,Perak,PRK,KINTA,Manjoi,4.6134,101.0684,0.3,9,11,2020
9/11/2020,Perak,PRK,KINTA,SKM Sg Pari,4.5941,101.0667,0.3,9,11,2020
9/11/2020,Perak,PRK,BAGAN DATOK,KG BARU BT 16,3.9031,101.8761,0.3,9,11,2020
4/11/2020,Perak,PRK,MANJUNG,Kg Masjid Pangkor,4.2104,100.5737,0.2,4,11,2020
3/11/2020,Perak,PRK,MANJUNG,"Kg Ngok, Kota Lama Kiri",4.819,100.9472,1.2,3,11,2020
3/11/2020,Perak,PRK,MUALLIM,Kg Ulu Slim,3.8962,101.4967,0.3,3,11,2020
12/11/2020,Perak,PRK,HULU PERAK,Kg Bendang Kerajaan,5.4176,101.1384,1.2,12,11,2020
12/11/2020,Perak,PRK,HULU PERAK,Kg Padang,5.4175,101.1385,1.0,12,11,2020
12/11/2020,Perak,PRK,HULU PERAK,Kg Tanjung Kala,5.4342,101.1039,0.5,12,11,2020
14/11/2020,Perak,PRK,HILIR PERAK,Kg Batu 6 Jln Maharaja Lela,3.9633,100.9675,0.3,14,11,2020
15/11/2020,Perak,PRK,HILIR PERAK,Kg Batu 6 Jln Maharaja Lela,3.9633,100.9675,0.3,15,11,2020
15/11/2020,Perak,PRK,HILIR PERAK,Tmn Maharani,3.9969,100.9947,0.3,15,11,2020
15/11/2020,Perak,PRK,BAGAN DATOK,Kg Tanjong Buluh,3.8169,100.9803,0.3,15,11,2020
15/11/2020,Perak,PRK,BAGAN DATOK,Kg Tg Sari/Sg Rebana,3.9948,100.8994,0.3,15,11,2020
15/11/2020,Perak,PRK,HILIR PERAK,Kg. Selat Manggis.,4.0125,101.0774,0.3,15,11,2020
16/11/2020,Perak,PRK,HILIR PERAK,"Pintu Air Sg Pak Kalong TCG-16, Jalan
Maharaja Lela, Teluk Intan",4.0164,101.0192,0.3,16,11,2020
